Name,Gender,Age,Salary,LocationId,Churned,AccountId,Tenure,Balance,NumProducts,HasCreditCard,IsActive,Geography_France,Geography_Germany,Geography_Spain,Geography_UK,Geography_USA
Graham,1,29,197145.89,5,0,A15603319SID,2,151352.74,1,0,0,0,0,0,0,0
Carpenter,0,44,192359.9,1,1,A15759066SID,5,136836.49,1,1,0,0,1,0,0,0
Kambinachi,1,40,141210.18,1,1,A15814816SID,4,91592.06,1,1,0,0,1,0,0,0
Tyler,0,30,100557.03,2,0,A15724402SID,8,119827.49379288737,2,1,0,1,0,0,0,0
Martin,0,54,130805.54,2,1,A15571059SID,3,119827.49379288737,1,1,0,1,0,0,0,0
Walker,0,22,92606.98,6,0,A15674206SID,8,119827.49379288737,2,1,1,0,0,0,0,1
Khan,1,36,123956.83,6,0,A15715160SID,2,165536.28,2,1,1,0,0,0,0,1
Iroawuchi,1,25,102758.43,6,0,A15730448SID,5,62482.95,1,1,1,0,0,0,0,1
Summers,1,40,94876.65,3,0,A15662067SID,8,68155.59,1,1,0,0,0,1,0,0
Bottrill,0,43,94811.85,4,1,A15779581SID,3,55853.33,2,0,1,0,0,0,1,0
Hu,1,37,67840.81,6,0,A15662901SID,2,119827.49379288737,2,0,1,0,0,0,0,1
Jones,0,31,4050.57,4,0,A15689751SID,2,79589.43,1,0,0,0,0,0,1,0
Vincent,1,41,134665.25,6,0,A15667742SID,5,100880.76,1,0,1,0,0,0,0,1
Sanford,0,25,181647.13,3,0,A15738448SID,3,174330.35,2,0,0,0,0,1,0,0
Brown,1,19,33282.84,6,0,A15680243SID,7,143390.51,1,1,0,0,0,0,0,1
Lei,1,59,27965.0,2,1,A15745083SID,8,91415.76,1,0,0,1,0,0,0,0
Toscani,1,30,68343.53,2,0,A15708228SID,3,134366.42,1,1,0,1,0,0,0,0
Chien,0,24,198161.07,6,0,A15628523SID,3,119827.49379288737,2,1,1,0,0,0,0,1
Uchenna,1,60,196858.4,2,0,A15708196SID,8,88786.81,1,1,1,1,0,0,0,0
Lori,1,35,120511.03,6,0,A15735549SID,3,96814.46,2,1,1,0,0,0,0,1
Fanucci,1,32,30886.35,6,0,A15809347SID,9,160680.41,1,1,0,0,0,0,0,1
Chimaobim,0,29,2743.69,1,0,A15660866SID,3,119827.49379288737,2,1,0,0,1,0,0,0
Jowers,0,47,167778.62,3,0,A15766609SID,10,119827.49379288737,2,1,0,0,0,1,0,0
Miller,1,31,132404.64,4,0,A15654230SID,5,145537.21,1,1,0,0,0,0,1,0
Kirsova,0,28,144423.17,6,1,A15794566SID,4,119827.49379288737,2,1,1,0,0,0,0,1
T'ien,0,45,181204.5,1,0,A15800890SID,6,119827.49379288737,2,1,1,0,1,0,0,0
Ku,0,30,182726.22,3,1,A15697424SID,2,119370.11,1,1,1,0,0,1,0,0
Chin,0,28,120880.72,5,0,A15724536SID,1,119827.49379288737,2,1,1,0,0,0,0,0
Law,0,47,26812.89,6,1,A15735878SID,10,134381.52,1,0,0,0,0,0,0,1
Chung,0,74,66732.63,6,1,A15707596SID,8,114888.74,2,1,1,0,0,0,0,1
Cockrum,1,42,100834.22,3,0,A15657163SID,1,149332.48,2,1,0,0,0,1,0,0
Greaves,0,40,107815.31,3,1,A15622478SID,7,105061.74,3,1,0,0,0,1,0,0
Grant,1,32,34665.79,1,0,A15779529SID,7,119827.49379288737,2,1,1,0,1,0,0,0
O'Donnell,0,40,147093.84,1,1,A15636023SID,10,119827.49379288737,1,1,1,0,1,0,0,0
Maclean,1,21,36942.35,6,0,A15582066SID,4,119827.49379288737,1,1,1,0,0,0,0,1
Hsieh,0,39,16460.77,3,0,A15666675SID,7,155062.8,1,1,1,0,0,1,0,0
Hs?,1,43,45610.63,2,0,A15732987SID,3,88798.34,1,0,0,1,0,0,0,0
Mazzanti,1,33,184954.11,5,0,A15789432SID,6,119827.49379288737,2,1,0,0,0,0,0,0
Chiu,0,51,47795.43,2,1,A15663161SID,5,143139.87,1,0,0,1,0,0,0,0
Reeves,0,23,196789.9,5,0,A15694879SID,7,119827.49379288737,2,1,0,0,0,0,0,0
Castiglione,1,27,173425.68,1,0,A15593715SID,3,107027.52,1,1,0,0,1,0,0,0
Ferguson,1,29,36221.18,6,0,A15575002SID,4,140720.93,1,1,0,0,0,0,0,1
Nnamdi,1,30,174738.2,4,0,A15622171SID,8,80964.57,2,1,0,0,0,0,1,0
Wu,1,39,67131.3,6,1,A15795224SID,6,178585.46,1,1,0,0,0,0,0,1
Chu,0,26,165692.03,3,0,A15685346SID,4,135889.13,1,1,1,0,0,1,0,0
King,1,43,194691.95,2,0,A15691808SID,7,134919.85,1,1,0,1,0,0,0,0
Charlton,1,33,129525.5,3,1,A15721007SID,8,115130.34,1,0,0,0,0,1,0,0
Marsh,0,34,146511.2,3,0,A15794253SID,6,138190.13,2,0,1,0,0,1,0,0
Walker,1,37,51752.18,3,0,A15694453SID,9,131519.49,2,1,1,0,0,1,0,0
Chang,0,56,35418.69,1,1,A15813113SID,5,119827.49379288737,1,1,0,0,1,0,0,0
Pottinger,0,39,57995.74,1,0,A15614187SID,3,126935.98,2,0,1,0,1,0,0,0
Buckley,1,39,108152.75,3,0,A15619407SID,4,133707.09,1,1,1,0,0,1,0,0
Folliero,0,27,166144.98,1,0,A15646227SID,1,97893.2,1,1,0,0,1,0,0,0
Olisanugo,1,34,101737.8,1,0,A15660541SID,5,127900.03,1,1,0,0,1,0,0,0
Kent,1,37,33326.71,1,0,A15753874SID,10,143835.47,1,0,1,0,1,0,0,0
Jessop,1,44,81140.09,5,0,A15617877SID,0,119827.49379288737,2,1,1,0,0,0,0,0
Hodge,1,48,140173.17,1,1,A15772073SID,10,119827.49379288737,1,1,0,0,1,0,0,0
Ignatiev,1,60,166513.49,6,1,A15701537SID,2,119827.49379288737,1,1,1,0,0,0,0,1
Chambers,0,40,103232.6,6,0,A15736228SID,3,129596.77,1,1,1,0,0,0,0,1
Mansom,1,30,120736.04,1,0,A15780572SID,4,119827.49379288737,2,1,0,0,1,0,0,0
Yen,0,24,15832.43,5,1,A15769596SID,2,110407.44,2,0,0,0,0,0,0,0
Azikiwe,0,76,188772.45,2,0,A15586996SID,7,119827.49379288737,2,0,1,1,0,0,0,0
Allen,0,41,114323.66,2,0,A15722061SID,8,142015.76,2,1,0,1,0,0,0,0
Komarova,1,55,181534.04,2,0,A15638003SID,1,81370.07,1,0,1,1,0,0,0,0
Mackay,0,48,102640.52,1,1,A15775590SID,2,69329.47,1,0,0,0,1,0,0,0
Yu,0,28,158585.17,1,1,A15730688SID,8,116755.5,2,1,1,0,1,0,0,0
Curtis,1,44,178722.24,4,0,A15753102SID,6,83870.33,1,1,0,0,0,0,1,0
Fang,0,39,153955.38,4,1,A15810075SID,6,130694.89,2,1,1,0,0,0,1,0
Page,0,34,65374.86,4,0,A15723373SID,8,117451.47,1,1,0,0,0,0,1,0
Olisaemeka,0,35,102986.15,3,0,A15795298SID,9,206868.78,2,0,1,0,0,1,0,0
Brennan,0,39,136643.84,1,0,A15584320SID,3,111695.62,1,0,0,0,1,0,0,0
Sutton,0,40,77063.63,6,1,A15724161SID,9,137285.26,4,1,0,0,0,0,0,1
Hyde,0,29,9633.01,4,0,A15750056SID,6,149218.39,1,1,1,0,0,0,1,0
Nkemakolam,1,51,43496.36,5,0,A15609637SID,7,119827.49379288737,2,0,1,0,0,0,0,0
Chimaijem,1,32,24267.28,4,0,A15794493SID,7,119827.49379288737,2,1,1,0,0,0,1,0
Sung,0,41,59354.24,1,1,A15569641SID,8,130701.29,1,1,0,0,1,0,0,0
Chiganu,1,34,28269.86,6,0,A15815236SID,5,119827.49379288737,2,0,0,0,0,0,0,1
Beneventi,0,31,143162.34,6,0,A15811177SID,3,167949.48,1,1,0,0,0,0,0,1
Esposito,1,23,20199.3,3,0,A15680587SID,4,131254.81,1,1,0,0,0,1,0,0
Owen,1,28,48606.92,3,0,A15672821SID,5,119827.49379288737,2,1,1,0,0,1,0,0
Smalley,1,34,89013.67,5,0,A15767681SID,9,119827.49379288737,2,0,1,0,0,0,0,0
Hsiung,1,34,59890.29,6,0,A15600379SID,7,86656.13,1,0,1,0,0,0,0,1
Ch'ang,0,37,106655.88,2,1,A15801336SID,8,114737.26,1,1,1,1,0,0,0,0
Barton,0,38,156439.56,4,0,A15721592SID,5,119827.49379288737,2,1,0,0,0,0,1,0
Lucchese,0,39,24176.44,3,0,A15581282SID,6,119827.49379288737,1,1,0,0,0,1,0,0
Hsia,1,62,43507.1,2,1,A15746203SID,4,119817.33,1,0,1,1,0,0,0,0
Pope,0,48,132005.85,1,1,A15583137SID,7,130806.99,2,1,1,0,1,0,0,0
Horrocks,0,49,80496.71,1,1,A15680752SID,0,119827.49379288737,1,1,1,0,1,0,0,0
Tai,1,40,88947.56,3,0,A15688172SID,5,119827.49379288737,2,1,0,0,0,1,0,0
Chikezie,0,35,12639.67,4,1,A15791373SID,2,80931.75,1,0,0,0,0,0,1,0
Frye,0,56,94248.16,3,1,A15589449SID,3,119827.49379288737,3,1,1,0,0,1,0,0
Toscani,1,32,11865.76,2,0,A15692819SID,1,132178.67,1,0,0,1,0,0,0,0
Mellor,0,27,141449.86,3,0,A15727467SID,3,119827.49379288737,2,1,0,0,0,1,0,0
Kang,1,43,149457.81,3,0,A15734312SID,6,119827.49379288737,2,1,1,0,0,1,0,0
Sutherland,0,35,119814.25,1,1,A15764604SID,7,164769.02,3,1,0,0,1,0,0,0
Hs?,1,29,24924.92,6,0,A15613014SID,1,107233.85,2,1,0,0,0,0,0,1
Ting,0,27,139481.53,3,0,A15759684SID,7,176227.07,2,0,1,0,0,1,0,0
Chuang,0,39,41268.65,5,0,A15609669SID,4,109949.39,2,1,1,0,0,0,0,0
Chu,0,34,1351.41,1,0,A15685536SID,5,119827.49379288737,2,1,1,0,1,0,0,0
Ozoemena,0,60,147489.76,5,1,A15750447SID,10,117738.81,1,1,0,0,0,0,0,0
Howells,0,37,111175.09,2,0,A15663249SID,9,133292.45,1,1,0,1,0,0,0,0
Lucchese,0,43,95963.14,3,0,A15638646SID,1,160474.59,1,1,1,0,0,1,0,0
Nnonso,1,43,43128.95,5,0,A15734161SID,6,119827.49379288737,2,1,0,0,0,0,0,0
Gerasimova,1,55,137674.96,1,1,A15631070SID,9,154393.43,1,1,1,0,1,0,0,0
Woronoff,0,45,153383.54,2,1,A15761950SID,9,110827.49,1,1,1,1,0,0,0,0
Wilhelm,0,36,96660.76,4,0,A15649668SID,10,145750.45,2,1,1,0,0,0,1,0
Nebechukwu,0,45,115818.16,5,0,A15713912SID,8,109044.3,1,0,1,0,0,0,0,0
Anenechukwu,0,32,37898.5,6,0,A15586757SID,4,75170.54,1,1,1,0,0,0,0,1
Meredith,0,42,145222.93,3,0,A15596522SID,2,119827.49379288737,2,1,0,0,0,1,0,0
Chinomso,0,28,41219.09,3,0,A15625395SID,6,105795.9,1,1,1,0,0,1,0,0
Stephenson,1,32,59249.83,2,0,A15760570SID,5,119827.49379288737,2,1,0,1,0,0,0,0
Chimaoke,1,66,116747.62,1,0,A15566689SID,8,119827.49379288737,2,1,1,0,1,0,0,0
Winters,0,49,116249.72,5,1,A15725794SID,1,119827.49379288737,1,1,0,0,0,0,0,0
Napolitani,0,26,61257.83,2,0,A15673539SID,3,118097.87,1,1,0,1,0,0,0,0
L?,1,29,141798.98,5,0,A15705298SID,0,172693.54,1,0,0,0,0,0,0,0
Williams,1,36,102638.35,5,0,A15675791SID,4,129440.3,2,1,0,0,0,0,0,0
Giles,1,36,13210.56,4,0,A15747043SID,4,119827.49379288737,2,0,0,0,0,0,1,0
Wang,1,23,35550.97,3,0,A15736397SID,1,96471.2,1,1,0,0,0,1,0,0
Robertson,0,46,104469.06,4,1,A15678201SID,1,119827.49379288737,1,1,1,0,0,0,1,0
Murray,1,24,142935.83,5,0,A15720745SID,4,140197.18,1,1,1,0,0,0,0,0
Greco,1,20,195486.28,6,0,A15637593SID,6,119827.49379288737,2,1,0,0,0,0,0,1
Marchesi,0,33,63170.0,5,0,A15598070SID,4,135946.26,1,1,0,0,0,0,0,0
Chao,1,69,58320.06,4,0,A15787550SID,3,119827.49379288737,2,1,1,0,0,0,1,0
Hawthorn,1,50,177747.03,6,1,A15603942SID,3,81290.02,3,0,1,0,0,0,0,1
Bibi,0,42,19632.64,3,1,A15733973SID,8,119827.49379288737,1,1,0,0,0,1,0,0
Hawdon,1,60,18424.24,4,1,A15596761SID,9,113715.36,1,1,0,0,0,0,1,0
Moss,1,56,18897.78,2,0,A15652400SID,2,168883.08,1,0,1,1,0,0,0,0
Briggs,1,36,97879.02,2,0,A15717893SID,8,143421.74,1,1,0,1,0,0,0,0
McIntyre,1,26,63197.88,3,0,A15622585SID,7,153644.39,1,1,1,0,0,1,0,0
Russo,0,53,75860.01,5,0,A15733964SID,1,109330.06,1,1,1,0,0,0,0,0
Ballard,0,27,78622.46,1,0,A15753861SID,1,115095.88,2,0,0,0,1,0,0,0
Hs?,1,35,23598.23,1,1,A15747097SID,10,119827.49379288737,1,1,1,0,1,0,0,0
Pisani,1,46,13460.27,3,0,A15594762SID,1,183276.32,1,1,1,0,0,1,0,0
Tao,1,33,19998.31,6,0,A15667417SID,9,68193.72,1,1,0,0,0,0,0,1
Thomson,0,32,185075.63,5,0,A15684861SID,8,119827.49379288737,2,0,0,0,0,0,0,0
Hsu,1,31,135815.38,6,0,A15742204SID,6,139729.54,1,0,1,0,0,0,0,1
Morrison,0,56,44251.33,4,0,A15623502SID,4,98365.33,1,1,1,0,0,0,1,0
Joslin,1,36,136349.55,2,0,A15774872SID,10,119827.49379288737,2,1,0,1,0,0,0,0
Scott,0,37,52693.99,6,0,A15611191SID,10,122453.97,2,1,1,0,0,0,0,1
Bidwill,1,30,93767.03,6,0,A15674331SID,7,132174.41,2,0,0,0,0,0,0,1
Cameron,0,24,197866.55,3,0,A15619465SID,2,119827.49379288737,2,0,1,0,0,1,0,0
Cartwright,1,30,126812.85,6,0,A15575247SID,1,119827.49379288737,2,1,0,0,0,0,0,1
Yao,1,39,79503.05,6,0,A15695679SID,2,104349.45,1,0,0,0,0,0,0,1
Tate,0,41,129936.53,3,1,A15713463SID,2,138881.04,1,1,0,0,0,1,0,0
Neal,0,32,175094.62,2,0,A15785170SID,0,116968.91,1,0,0,1,0,0,0,0
Yao,1,35,130379.5,2,0,A15796351SID,1,105346.03,2,1,1,1,0,0,0,0
Burns,1,26,153228.0,1,0,A15639576SID,9,136623.19,1,1,0,0,1,0,0,0
Onyinyechukwuka,0,29,111285.85,5,0,A15693264SID,10,119827.49379288737,2,1,1,0,0,0,0,0
Fulks,0,66,49553.38,1,1,A15589715SID,5,119827.49379288737,1,1,0,0,1,0,0,0
Christie,0,33,98015.85,3,0,A15769902SID,6,119827.49379288737,2,1,1,0,0,1,0,0
Lloyd,1,36,88481.32,4,0,A15587177SID,6,124445.52,1,1,0,0,0,0,1,0
Ball,0,34,66879.27,2,0,A15814553SID,5,68999.66,2,1,1,1,0,0,0,0
Genovesi,1,36,24802.77,4,0,A15601550SID,6,85768.42,1,1,1,0,0,0,1,0
Alexander,1,47,21312.16,4,1,A15664907SID,1,119827.49379288737,1,1,0,0,0,0,1,0
Siciliano,1,34,190263.78,4,0,A15612465SID,9,100628.0,2,1,1,0,0,0,1,0
Ositadimma,0,32,72873.33,5,0,A15810800SID,0,119827.49379288737,1,1,1,0,0,0,0,0
Kazantsev,1,38,57764.65,3,0,A15665760SID,7,119827.49379288737,2,0,1,0,0,1,0,0
Giles,1,54,110273.84,5,1,A15588080SID,6,119827.49379288737,1,1,0,0,0,0,0,0
Hao,0,19,55500.17,2,0,A15776844SID,6,119827.49379288737,2,1,0,1,0,0,0,0
Martin,1,50,57541.08,3,1,A15717560SID,0,125647.36,1,1,0,0,0,1,0,0
Hartley,0,31,90384.26,3,0,A15629739SID,8,100375.39,1,1,1,0,0,1,0,0
Allan,0,36,120694.35,6,0,A15729908SID,10,119827.49379288737,1,0,0,0,0,0,0,1
Dolgorukova,1,24,178028.96,4,0,A15716781SID,7,171922.72,1,0,1,0,0,0,1,0
Nnamdi,0,32,180990.29,4,0,A15646936SID,2,146810.99,2,1,1,0,0,0,1,0
Romano,0,45,155407.21,6,1,A15768151SID,3,109032.23,1,0,1,0,0,0,0,1
Chuang,1,57,33676.48,4,1,A15579212SID,6,119827.49379288737,1,1,0,0,0,0,1,0
Owen,1,25,89666.28,4,0,A15721835SID,7,119827.49379288737,1,1,0,0,0,0,1,0
Singh,1,35,127558.26,2,0,A15800515SID,5,128653.59,1,1,0,1,0,0,0,0
Nwagugheuzo,1,37,77272.62,5,0,A15591279SID,3,80387.81,1,0,1,0,0,0,0,0
Shipton,1,58,107665.68,4,1,A15587419SID,8,119827.49379288737,2,0,1,0,0,0,1,0
Paterson,1,43,184044.8,4,1,A15750335SID,0,108508.82,3,1,0,0,0,0,1,0
Rivas,1,31,91510.71,2,0,A15699619SID,10,155978.17,1,1,0,1,0,0,0,0
Lung,0,38,87363.56,4,0,A15606472SID,5,119827.49379288737,1,1,1,0,0,0,1,0
Allan,1,50,117505.07,1,1,A15778368SID,4,121175.56,1,1,0,0,1,0,0,0
Fetherstonhaugh,0,29,180626.68,6,0,A15671387SID,4,89349.47,2,0,0,0,0,0,0,1
Lung,1,38,93478.96,4,0,A15573926SID,7,86131.71,2,0,0,0,0,0,1,0
Davidson,0,58,114672.64,2,0,A15709183SID,3,102346.86,1,1,1,1,0,0,0,0
Mai,0,36,13387.88,1,0,A15577514SID,7,121263.62,1,1,1,0,1,0,0,0
Dellucci,1,31,173240.52,2,0,A15778830SID,2,119827.49379288737,2,1,0,1,0,0,0,0
Mitchell,0,33,27557.18,3,1,A15768072SID,2,119827.49379288737,1,0,0,0,0,1,0,0
Sun,1,51,5552.37,6,0,A15768293SID,3,119827.49379288737,2,1,1,0,0,0,0,1
Napolitano,1,48,88307.87,2,1,A15654456SID,6,149726.08,1,0,0,1,0,0,0,0
Bailey,1,43,33879.26,6,1,A15807525SID,2,119827.49379288737,2,1,0,0,0,0,0,1
Hoolan,1,35,181429.87,1,0,A15574372SID,5,161274.05,2,1,0,0,1,0,0,0
Kent,0,33,102655.31,4,0,A15671249SID,2,119827.49379288737,2,1,0,0,0,0,1,0
Chou,1,30,96555.42,4,0,A15779744SID,1,103138.17,1,1,1,0,0,0,1,0
Pepper,0,40,189366.03,5,0,A15624755SID,3,109628.44,1,1,0,0,0,0,0,0
Abramowitz,1,54,12847.61,5,1,A15611430SID,5,119827.49379288737,1,1,0,0,0,0,0,0
Lord,1,33,143433.33,6,0,A15774744SID,7,97286.16,2,1,0,0,0,0,0,1
Wilson,0,33,183983.82,3,0,A15629885SID,7,118004.26,1,1,0,0,0,1,0,0
Abazu,1,32,169137.24,3,0,A15708791SID,9,85534.83,1,0,0,0,0,1,0,0
Harriman,0,59,163365.85,6,1,A15793890SID,4,119827.49379288737,1,1,1,0,0,0,0,1
Frankland,0,43,123181.44,3,1,A15646091SID,4,95140.44,2,1,0,0,0,1,0,0
Pinto,0,31,16447.6,5,1,A15596984SID,6,119827.49379288737,1,1,1,0,0,0,0,0
Kwemtochukwu,1,25,173948.4,6,0,A15800215SID,3,119827.49379288737,2,0,1,0,0,0,0,1
Chiu,0,54,192154.66,2,0,A15577806SID,1,75900.84,1,1,1,1,0,0,0,0
Yu,0,41,198224.38,2,0,A15749381SID,2,126619.27,1,1,0,1,0,0,0,0
Onyekachukwu,1,44,67202.74,5,0,A15683758SID,7,111833.47,1,1,0,0,0,0,0,0
Castiglione,1,37,68789.93,2,0,A15670615SID,7,119827.49379288737,2,1,0,1,0,0,0,0
To Rot,0,57,147964.99,1,1,A15715622SID,3,238387.56,1,0,1,0,1,0,0,0
Anenechukwu,0,32,161069.73,2,0,A15707634SID,2,108698.96,2,1,1,1,0,0,0,0
Henderson,0,39,127749.61,3,0,A15806901SID,2,112687.69,1,1,1,0,0,1,0,0
Ellis,0,48,191914.37,6,0,A15775335SID,4,81556.89,2,1,0,0,0,0,0,1
Nkemdirim,1,48,185791.9,6,0,A15724150SID,9,136596.85,1,1,1,0,0,0,0,1
Kang,0,43,184570.04,2,1,A15627220SID,9,98807.45,1,0,0,1,0,0,0,0
Lear,0,31,130446.65,1,0,A15672330SID,1,119827.49379288737,2,0,1,0,1,0,0,0
Jamieson,1,37,82867.55,6,0,A15668521SID,1,119827.49379288737,2,1,1,0,0,0,0,1
Mazzanti,0,30,187632.22,5,0,A15807837SID,6,107499.7,1,1,1,0,0,0,0,0
Marino,0,23,56759.79,5,0,A15592570SID,8,119827.49379288737,2,1,0,0,0,0,0,0
Winter,0,30,34180.33,2,0,A15748589SID,9,119827.49379288737,2,1,0,1,0,0,0,0
T'ien,0,28,158545.25,5,0,A15635893SID,8,119827.49379288737,2,1,1,0,0,0,0,0
Hughes-Jones,0,41,182337.98,2,0,A15757632SID,1,176024.05,2,1,0,1,0,0,0,0
Cody,0,39,84175.34,4,0,A15691863SID,3,119827.49379288737,2,1,1,0,0,0,1,0
Hunt,1,39,22197.8,5,1,A15706071SID,0,127631.62,1,0,1,0,0,0,0,0
Estrada,0,19,189641.11,5,0,A15654296SID,9,119827.49379288737,1,1,0,0,0,0,0,0
Dickinson,0,26,154491.39,1,0,A15755018SID,10,109819.16,2,1,0,0,1,0,0,0
Fanucci,0,41,90020.74,3,0,A15594041SID,2,138734.94,1,1,0,0,0,1,0,0
Yang,1,25,197264.35,1,0,A15670587SID,10,111363.1,2,1,0,0,1,0,0,0
Forbes,1,34,31933.06,1,0,A15724527SID,9,119827.49379288737,2,1,1,0,1,0,0,0
Heard,1,28,8755.69,4,1,A15801904SID,0,143988.0,2,1,0,0,0,0,1,0
Efremova,1,34,52820.13,5,0,A15658195SID,5,118838.75,1,1,1,0,0,0,0,0
Morphett,1,35,20008.46,3,0,A15630113SID,4,161637.75,1,1,1,0,0,1,0,0
Lenhardt,0,44,34607.14,6,1,A15784320SID,3,133793.89,1,1,1,0,0,0,0,1
Burns,1,35,177384.45,3,0,A15676513SID,8,71553.83,1,1,0,0,0,1,0,0
Ch'ien,0,62,165702.64,2,0,A15574072SID,8,119827.49379288737,1,1,1,1,0,0,0,0
Sun,0,40,167889.1,3,0,A15633854SID,3,119827.49379288737,2,1,0,0,0,1,0,0
Jamieson,0,38,133122.62,6,0,A15618566SID,7,119827.49379288737,2,1,1,0,0,0,0,1
Nolan,0,62,140454.14,2,0,A15733014SID,10,64667.95,2,0,1,1,0,0,0,0
Barry,0,28,59938.81,2,0,A15753343SID,2,121164.11,1,1,1,1,0,0,0,0
Saunders,1,50,12016.79,2,0,A15746076SID,3,119827.49379288737,2,1,0,1,0,0,0,0
McMorran,1,72,81251.24,6,0,A15608226SID,3,98903.06,1,1,1,0,0,0,0,1
Phelan,0,31,134169.85,2,0,A15605684SID,7,104158.84,1,1,0,1,0,0,0,0
Fu,1,54,94888.6,3,0,A15638988SID,6,119827.49379288737,2,1,1,0,0,1,0,0
Hotchin,0,63,175696.16,2,1,A15628767SID,3,139529.93,2,1,1,1,0,0,0,0
Aksyonov,0,25,96758.58,6,0,A15737977SID,6,119827.49379288737,2,0,1,0,0,0,0,1
Rossi,1,53,128019.48,3,1,A15758116SID,5,64646.7,1,1,0,0,0,1,0,0
Hughes,1,71,146895.36,2,1,A15575119SID,3,119827.49379288737,2,1,1,1,0,0,0,0
Duncan,0,40,139356.3,3,0,A15625126SID,6,119827.49379288737,2,1,1,0,0,1,0,0
McGarry,1,35,2923.61,3,0,A15567114SID,1,118894.22,1,0,0,0,0,1,0,0
Aksenov,1,24,121232.51,2,0,A15672242SID,2,119827.49379288737,1,0,1,1,0,0,0,0
Akhtar,1,30,2053.42,4,0,A15681327SID,9,119827.49379288737,2,1,1,0,0,0,1,0
Pisani,0,41,6382.46,3,0,A15802585SID,8,68213.99,1,1,1,0,0,1,0,0
Pisano,0,31,158750.13,5,0,A15740630SID,1,119827.49379288737,2,1,0,0,0,0,0,0
McDaniels,1,47,74028.36,2,0,A15815420SID,8,139196.0,1,0,1,1,0,0,0,0
Tennant,0,32,44099.75,1,0,A15711468SID,7,119827.49379288737,2,1,1,0,1,0,0,0
Donaghy,1,50,17323.0,2,1,A15799626SID,4,126345.55,1,0,1,1,0,0,0,0
Todd,1,40,175043.69,3,0,A15659325SID,5,119827.49379288737,2,1,1,0,0,1,0,0
Tobenna,0,38,146388.85,1,1,A15651352SID,2,119827.49379288737,1,1,0,0,1,0,0,0
Vicars,0,43,2465.8,4,0,A15684925SID,3,119827.49379288737,2,0,0,0,0,0,1,0
Chao,1,18,47799.15,5,0,A15657439SID,4,119827.49379288737,2,1,1,0,0,0,0,0
Tien,1,34,165562.84,6,0,A15574122SID,5,129278.43,1,0,0,0,0,0,0,1
Hsing,1,31,72927.68,1,0,A15720508SID,3,119558.35,1,0,0,0,1,0,0,0
Yang,0,41,38270.47,6,0,A15599078SID,5,92467.58,1,1,0,0,0,0,0,1
Walker,1,27,120893.07,2,0,A15702300SID,5,119827.49379288737,2,0,0,1,0,0,0,0
T'ang,0,31,188377.21,2,0,A15660735SID,6,119827.49379288737,2,1,0,1,0,0,0,0
Chukwukere,1,36,55902.93,1,0,A15671390SID,10,119827.49379288737,2,1,0,0,1,0,0,0
Ch'iu,1,56,4523.74,6,1,A15647385SID,4,99340.83,1,0,0,0,0,0,0,1
Pai,0,24,102195.16,6,0,A15739223SID,3,119827.49379288737,2,1,1,0,0,0,0,1
Franklin,0,28,60843.09,6,1,A15631305SID,4,126833.79,2,1,0,0,0,0,0,1
Y?,1,29,25548.47,5,0,A15809263SID,5,109676.52,1,1,1,0,0,0,0,0
Peng,0,29,134462.29,5,0,A15640866SID,3,119827.49379288737,1,0,1,0,0,0,0,0
Otitodilichukwu,1,53,132702.64,3,0,A15775663SID,6,134729.99,2,1,1,0,0,1,0,0
Pagnotto,1,37,75698.44,1,0,A15631800SID,3,98431.37,1,0,0,0,1,0,0,0
Vessels,1,33,105642.43,2,0,A15654292SID,8,130368.31,2,1,0,1,0,0,0,0
Heller,0,31,102153.75,2,0,A15648320SID,7,123974.96,1,1,0,1,0,0,0,0
Donaldson,1,63,166677.54,1,0,A15726747SID,4,138082.16,1,0,1,0,1,0,0,0
Ifeanyichukwu,1,45,24218.65,4,0,A15694510SID,1,129855.32,1,0,0,0,0,0,1,0
Kao,1,40,117122.5,2,0,A15572291SID,6,132308.22,1,0,0,1,0,0,0,0
Dunn,0,45,51871.95,2,1,A15603465SID,5,155447.65,2,1,0,1,0,0,0,0
Calabresi,1,35,84321.03,3,0,A15685628SID,2,124268.64,2,0,1,0,0,1,0,0
Holland,0,34,160213.27,6,0,A15792729SID,9,176311.36,1,1,0,0,0,0,0,1
Calabresi,1,40,88695.19,5,0,A15767414SID,2,99886.42,2,1,1,0,0,0,0,0
Butusov,0,31,6123.15,2,0,A15568044SID,7,119827.49379288737,2,1,1,1,0,0,0,0
Atkinson,0,36,167749.54,5,0,A15751333SID,2,119827.49379288737,2,0,1,0,0,0,0,0
Vasilyeva,1,24,71638.0,2,0,A15623062SID,5,85089.3,1,1,1,1,0,0,0,0
Mollison,1,41,198064.52,6,0,A15713621SID,10,134318.21,2,1,1,0,0,0,0,1
Webb,1,29,54914.92,3,0,A15670668SID,5,75395.53,2,0,1,0,0,1,0,0
Obiajulu,0,33,190659.17,2,1,A15750638SID,5,116765.7,1,0,0,1,0,0,0,0
Aiken,1,60,51637.67,1,0,A15747878SID,4,119827.49379288737,1,1,1,0,1,0,0,0
Brabyn,1,38,119333.38,6,0,A15726796SID,7,111501.66,1,1,1,0,0,0,0,1
Su,0,48,127095.14,4,0,A15754952SID,7,76595.08,2,0,0,0,0,0,1,0
